Date;Open Price;High Price;Low Price;Close Price;WAP;No.of Shares;No. of Trades;Total Turnover (Rs.);Deliverable Quantity;% Deli. Qty to Traded Qty;Spread High-Low;Spread Close-Open
11-Feb-19;2381.00;2381.00;2190.00;2211.10;2.243.004.678.903.790.000.000;38898;5280;87248396.00;9409;24.19;191.00;-169.90
08-Feb-19;2420.00;2442.35;2352.90;2373.10;2.383.397.705.039.390.000.000;18911;2573;45072434.00;3658;19.34;89.45;-46.90
07-Feb-19;2350.00;2480.00;2345.00;2394.40;2.417.804.153.793.340.000.000;34956;5444;84516762.00;11877;33.98;135.00;44.40
06-Feb-19;2497.00;2619.90;2446.00;2524.70;2.529.645.815.398.060.000.000;75503;11602;190995848.00;16568;21.94;173.90;27.70
05-Feb-19;2390.00;2480.00;2275.00;2427.00;2.427.867.246.323.180.000.000;54055;7860;131238364.00;12338;22.82;205.00;37.00
04-Feb-19;2570.00;2579.90;2320.00;2369.35;2.390.845.914.648.950.000.000;61745;8851;147622781.00;15615;25.29;259.90;-200.65
01-Feb-19;2627.00;2627.00;2475.00;2537.35;2.552.474.044.599.480.000.000;224173;22541;572195764.00;61033;27.23;152.00;-89.65
31-Jan-19;2330.00;2388.20;2241.40;2388.20;2.350.455.951.002.280.000.000;83759;8130;196871840.00;24760;29.56;146.80;58.20
30-Jan-19;2100.00;2172.05;1980.00;2171.10;2.108.025.421.415.400.000.000;146530;18626;308888965.00;26169;17.86;192.05;71.10
29-Jan-19;2090.00;2110.00;1974.60;1974.60;2.033.598.189.454.560.000.000;140952;15630;286639732.00;26731;18.96;135.40;-115.40
28-Jan-19;2700.00;2728.30;2194.00;2194.00;2.382.436.664.511.410.000.000;190233;22265;453218074.00;42186;22.18;534.30;-506.00
25-Jan-19;3044.00;3072.00;2626.00;2742.45;2.823.399.313.557.540.000.000;162286;24531;458198181.00;21104;13.00;446.00;-301.55
24-Jan-19;3280.10;3320.95;2985.00;3004.95;3.089.629.989.368.260.000.000;76187;11587;235389640.00;22742;29.85;335.95;-275.15
23-Jan-19;3239.75;3343.00;3230.00;3275.45;3.285.695.176.140.200.000.000;28131;3935;92429891.00;7833;27.84;113.00;35.70
22-Jan-19;3377.00;3378.55;3202.00;3223.75;3.288.230.753.590.770.000.000;68857;8562;226417705.00;28093;40.80;176.55;-153.25
21-Jan-19;3549.00;3568.20;3357.00;3374.65;3.454.465.469.330.440.000.000;34187;6315;118097811.00;11490;33.61;211.20;-174.35
18-Jan-19;3601.00;3649.90;3531.00;3546.85;3.577.407.191.617.020.000.000;22999;4811;82276788.00;6344;27.58;118.90;-54.15
17-Jan-19;3698.00;3744.00;3570.10;3583.10;3.645.314.254.032.790.000.000;37877;5580;138073568.00;8582;22.66;173.90;-114.90
16-Jan-19;3545.00;3925.00;3545.00;3687.85;3.776.729.361.109.900.000.000;114965;16696;434191691.00;20841;18.13;380.00;142.85
15-Jan-19;3625.00;3625.00;3526.40;3541.00;3.558.141.484.249.860.000.000;11238;1918;39986394.00;4119;36.65;98.60;-84.00
14-Jan-19;3660.00;3660.00;3600.00;3610.10;3.623.672.851.956.430.000.000;4958;837;17966170.00;1886;38.04;60.00;-49.90
11-Jan-19;3661.50;3694.90;3645.60;3660.90;3.671.228.377.781.050.000.000;6787;1242;24916627.00;2621;38.62;49.30;-0.60
10-Jan-19;3644.05;3700.00;3626.20;3663.00;3.672.577.033.952.590.000.000;6244;1081;22931571.00;1603;25.67;73.80;18.95
09-Jan-19;3698.00;3698.00;3625.00;3657.90;3.661.802.788.844.620.000.000;8032;1257;29411600.00;2669;33.23;73.00;-40.10
08-Jan-19;3699.00;3700.00;3664.25;3676.70;3.681.782.059.061.480.000.000;9888;1079;36405461.00;4782;48.36;35.75;-22.30
07-Jan-19;3719.00;3719.00;3654.00;3674.95;3.686.612.427.428.210.000.000;6373;1190;23494781.00;2396;37.60;65.00;-44.05
04-Jan-19;3666.00;3687.00;3640.00;3644.90;3.655.217.514.488.080.000.000;7765;1483;28382764.00;3257;41.94;47.00;-21.10
03-Jan-19;3680.00;3710.00;3651.00;3661.00;3.675.742.701.525.050.000.000;9180;1694;33743318.00;3328;36.25;59.00;-19.00
02-Jan-19;3671.40;3725.00;3661.00;3679.20;3.689.218.669.150.360.000.000;9663;1667;35648920.00;2515;26.03;64.00;7.80
01-Jan-19;3724.00;3724.50;3680.00;3687.00;3.695.713.607.360.140.000.000;6739;1459;24905414.00;2258;33.51;44.50;-37.00
31-Dec-18;3739.00;3755.00;3702.30;3719.55;3.724.416.035.608.990.000.000;17299;3363;64428673.00;5570;32.20;52.70;-19.45
28-Dec-18;3700.00;3728.00;3670.70;3691.20;3.701.282.809.388.760.000.000;16573;2839;61341360.00;4695;28.33;57.30;-8.80
27-Dec-18;3605.00;3745.00;3605.00;3700.70;3.705.926.725.278.600.000.000;34009;5738;126034862.00;7682;22.59;140.00;95.70
26-Dec-18;3650.00;3650.00;3485.05;3566.35;3.570.034.548.319.680.000.000;58382;12175;208425757.00;14431;24.72;164.95;-83.65
24-Dec-18;3929.00;3929.00;3636.30;3674.10;3.727.540.910.382.910.000.000;49254;10304;183596300.00;17386;35.30;292.70;-254.90
21-Dec-18;3960.00;3960.00;3880.00;3889.00;3.905.076.666.484.380.000.000;18287;3608;71412137.00;7808;42.70;80.00;-71.00
20-Dec-18;3956.05;3989.75;3911.00;3921.55;3.938.239.081.132.480.000.000;13669;2911;53831790.00;5312;38.86;78.75;-34.50
19-Dec-18;4059.75;4059.75;3955.05;3970.20;3.983.117.360.329.950.000.000;8001;1897;31868922.00;3966;49.57;104.70;-89.55
18-Dec-18;3999.00;4017.55;3958.85;3986.90;3.991.265.802.528.400.000.000;12498;1964;49882840.00;4348;34.79;58.70;-12.10
17-Dec-18;4030.30;4050.00;3982.00;4001.35;4.001.985.812.912.520.000.000;13181;2202;52750175.00;7585;57.54;68.00;-28.95
14-Dec-18;4076.00;4095.00;4004.20;4027.65;4.046.152.180.332.700.000.000;10159;1720;41104860.00;3048;30.00;90.80;-48.35
13-Dec-18;3985.05;4085.00;3985.05;4046.15;4.033.574.013.051.620.000.000;15477;2231;62427625.00;4176;26.98;99.95;61.10
12-Dec-18;3909.00;3995.10;3909.00;3966.20;3.967.976.762.443.080.000.000;12738;1679;50544088.00;3248;25.50;86.10;57.20
11-Dec-18;3900.00;3982.85;3889.25;3902.05;3.927.017.985.611.510.000.000;16124;2176;63319238.00;4933;30.59;93.60;2.05
10-Dec-18;3900.00;3992.95;3870.00;3949.15;3.945.209.795.704.550.000.000;11454;1754;45188433.00;2864;25.00;122.95;49.15
07-Dec-18;4020.00;4049.90;3950.00;3976.45;4.004.177.478.640.960.000.000;20132;2699;80612101.00;5623;27.93;99.90;-43.55
06-Dec-18;4000.00;4029.90;3887.70;3998.15;3.952.653.426.987.520.000.000;31748;4269;125488841.00;8514;26.82;142.20;-1.85
05-Dec-18;4080.00;4128.80;4016.05;4029.65;4.059.676.827.463.740.000.000;13516;2189;54870592.00;3821;28.27;112.75;-50.35
04-Dec-18;4148.00;4148.00;4079.20;4087.20;4.104.473.388.919.190.000.000;12833;1892;52672707.00;5553;43.27;68.80;-60.80
03-Dec-18;4200.00;4200.05;4108.55;4129.45;4.153.932.924.156.070.000.000;11405;1598;47375605.00;4819;42.25;91.50;-70.55
30-Nov-18;4185.00;4229.00;4170.05;4182.50;4.193.674.234.485.970.000.000;8589;1264;36019468.00;3100;36.09;58.95;-2.50
29-Nov-18;4177.00;4233.00;4066.65;4177.05;4.175.082.299.064.170.000.000;15067;2351;62905965.00;3367;22.35;166.35;0.05
28-Nov-18;4324.00;4357.50;4160.00;4172.75;4.255.609.201.726.910.000.000;23626;3041;100543023.00;9779;41.39;197.50;-151.25
27-Nov-18;4374.00;4403.00;4337.50;4350.25;4.372.171.885.724.090.000.000;23312;2969;101924071.00;7424;31.85;65.50;-23.75
26-Nov-18;4402.00;4420.00;4305.00;4360.40;4.374.954.704.742.020.000.000;53648;6193;234707570.00;15580;29.04;115.00;-41.60
22-Nov-18;4336.00;4398.90;4336.00;4350.95;4.364.286.756.634.590.000.000;15487;2050;67589709.00;4862;31.39;62.90;14.95
21-Nov-18;4315.00;4364.00;4292.00;4333.45;4.327.272.212.389.380.000.000;14125;2145;61122720.00;4004;28.35;72.00;18.45
20-Nov-18;4460.00;4480.00;4310.70;4342.50;4.364.346.200.660.750.000.000;40257;5531;175695485.00;11171;27.75;169.30;-117.50
19-Nov-18;4203.00;4350.00;4190.00;4261.50;4.290.419.354.838.700.000.000;39122;4924;167849786.00;16400;41.92;160.00;58.50
16-Nov-18;4111.00;4289.00;4111.00;4216.85;4.202.056.462.631.500.000.000;29276;3429;123019405.00;7208;24.62;178.00;105.85
15-Nov-18;4116.75;4185.00;4075.10;4110.90;4.131.752.245.474.850.000.000;21933;2436;90621722.00;4816;21.96;109.90;-5.85
14-Nov-18;4181.05;4191.95;4105.00;4116.25;4.137.117.149.220.480.000.000;13470;1526;55726968.00;6316;46.89;86.95;-64.80
13-Nov-18;4169.00;4218.00;4146.00;4173.25;4.181.547.639.052.260.000.000;11902;1557;49768780.00;4317;36.27;72.00;4.25
12-Nov-18;4190.50;4246.00;3999.90;4171.50;4.190.560.320.472.270.000.000;23715;2747;99379138.00;5950;25.09;246.10;-19.00
09-Nov-18;4209.00;4220.45;4155.45;4185.25;4.188.092.197.614.990.000.000;14675;2006;61460253.00;5837;39.78;65.00;-23.75
07-Nov-18;4150.00;4215.40;4147.95;4191.75;4.183.756.203.183.520.000.000;8544;1156;35746013.00;3049;35.69;67.45;41.75
06-Nov-18;4218.00;4252.80;4110.20;4124.40;4.172.613.268.799.430.000.000;25413;3293;106038621.00;5279;20.77;142.60;-93.60
05-Nov-18;4189.00;4245.60;4105.10;4188.25;4.177.405.301.524.180.000.000;30180;3838;126074092.00;7237;23.98;140.50;-0.75
02-Nov-18;4376.00;4376.00;4160.10;4176.95;4.245.488.571.596.450.000.000;34038;4156;144507940.00;10081;29.62;215.90;-199.05
01-Nov-18;4480.00;4544.00;4305.00;4315.45;4.439.565.122.826.680.000.000;74943;9866;332714329.00;16426;21.92;239.00;-164.55
31-Oct-18;4250.00;4365.00;4209.60;4264.10;4.288.205.550.638.800.000.000;44067;5384;188968354.00;9385;21.30;155.40;14.10
30-Oct-18;4340.10;4365.00;4222.05;4252.75;4.298.667.533.739.320.000.000;32677;4068;140467559.00;6735;20.61;142.95;-87.35
29-Oct-18;4271.00;4369.55;4230.00;4304.30;4.291.101.609.602.300.000.000;36158;5005;155157652.00;8531;23.59;139.55;33.30
26-Oct-18;4051.00;4249.50;4038.40;4152.00;4.160.320.666.089.130.000.000;51945;6827;216107857.00;8159;15.71;211.10;101.00
25-Oct-18;3970.00;4178.00;3856.00;4061.55;4.012.582.694.366.480.000.000;69122;9744;277357741.00;11225;16.24;322.00;91.55
24-Oct-18;4152.00;4220.00;4001.05;4036.60;4.098.051.746.750.920.000.000;41935;6453;171851800.00;6270;14.95;218.95;-115.40
23-Oct-18;4010.00;4280.00;3945.15;4084.60;4.102.757.905.249.760.000.000;62079;8645;254695108.00;7737;12.46;334.85;74.60
22-Oct-18;4384.00;4395.00;4071.00;4093.65;4.208.912.398.580.120.000.000;47328;7828;199199406.00;7476;15.80;324.00;-290.35
19-Oct-18;4402.00;4464.95;4225.00;4316.85;4.348.251.384.746.480.000.000;61022;8401;265338996.00;7564;12.40;239.95;-85.15
17-Oct-18;4820.00;4885.00;4317.00;4421.00;4.658.823.141.192.850.000.000;101974;14742;475078831.00;18832;18.47;568.00;-399.00
16-Oct-18;4290.00;4950.00;4209.00;4750.65;4.644.664.150.301.790.000.000;176445;26684;819527766.00;25144;14.25;741.00;460.65
15-Oct-18;4287.00;4380.00;4250.00;4293.90;4.312.604.097.958.030.000.000;28502;3461;122917842.00;5891;20.67;130.00;6.90
12-Oct-18;4339.00;4430.35;4192.00;4249.20;4.290.640.074.469.260.000.000;71976;7966;308823110.00;13431;18.66;238.35;-89.80
11-Oct-18;3800.00;4461.85;3701.00;4233.60;4.192.588.422.872.910.000.000;189097;24971;792805893.00;27319;14.45;760.85;433.60
10-Oct-18;3390.00;3871.05;3390.00;3871.05;3.798.560.822.643.040.000.000;49110;4248;186547322.00;8888;18.10;481.05;481.05
09-Oct-18;3200.00;3286.10;3100.00;3225.90;3.215.305.422.578.110.000.000;22978;2656;73881288.00;5198;22.62;186.10;25.90
08-Oct-18;3244.00;3294.20;3100.00;3181.65;3.190.203.452.631.570.000.000;23750;2986;75767332.00;3540;14.91;194.20;-62.35
05-Oct-18;3248.00;3345.45;3189.40;3226.10;3.276.741.788.636.620.000.000;17354;2506;56864577.00;3789;21.83;156.05;-21.90
04-Oct-18;3398.00;3439.95;3200.00;3254.90;3.308.221.253.295.470.000.000;29586;4016;97877034.00;4562;15.42;239.95;-143.10
03-Oct-18;3375.10;3488.85;3285.05;3431.85;3.415.398.373.011.120.000.000;25077;3317;85647945.00;4750;18.94;203.80;56.75
01-Oct-18;3305.00;3419.95;2991.35;3365.30;3.165.996.119.745.940.000.000;46131;5685;146050567.00;12422;26.93;428.60;60.30
28-Sep-18;3488.00;3540.05;3280.00;3328.20;3.380.258.884.694.820.000.000;42123;4854;142386645.00;10495;24.92;260.05;-159.80
27-Sep-18;3600.00;3630.05;3463.95;3488.05;3.530.343.326.104.520.000.000;23517;2526;83023084.00;4601;19.56;166.10;-111.95
26-Sep-18;3635.00;3737.25;3566.40;3590.05;3.632.077.998.088.860.000.000;16744;2050;60815514.00;5721;34.17;170.85;-44.95
25-Sep-18;3860.00;3860.00;3550.00;3610.85;3.653.382.577.674.930.000.000;41487;4532;151567883.00;11641;28.06;310.00;-249.15
24-Sep-18;4025.00;4038.40;3827.35;3876.80;3.905.311.396.725.500.000.000;18751;2337;73228494.00;4768;25.43;211.05;-148.20
21-Sep-18;3975.00;4077.00;3565.80;4020.15;3.958.677.759.117.570.000.000;48231;5452;190930987.00;9122;18.91;511.20;45.15
19-Sep-18;4009.00;4045.00;3880.00;3940.00;3.964.677.315.239.310.000.000;27265;2409;108096927.00;10701;39.25;165.00;-69.00
18-Sep-18;4019.00;4084.00;3980.00;3990.20;4.032.840.341.255.330.000.000;11487;1318;46325237.00;3056;26.60;104.00;-28.80
17-Sep-18;4073.00;4073.00;3987.85;4009.70;4.017.837.982.749.240.000.000;12869;1590;51705557.00;2850;22.15;85.15;-63.30
14-Sep-18;4065.00;4105.00;4065.00;4073.05;4.084.495.879.120.870.000.000;7280;745;29735130.00;2490;34.20;40.00;8.05
12-Sep-18;4015.00;4089.40;4000.00;4059.95;4.044.307.529.200.350.000.000;27825;3271;112532857.00;6205;22.30;89.40;44.95
11-Sep-18;4075.00;4125.60;3999.00;4011.00;4.066.104.095.720.200.000.000;21730;2306;88356442.00;6362;29.28;126.60;-64.00
10-Sep-18;4125.00;4189.35;4065.00;4073.40;4.117.257.060.518.730.000.000;15615;1618;64290969.00;3962;25.37;124.35;-51.60
07-Sep-18;4142.00;4168.95;3860.05;4100.00;4.018.632.865.713.380.000.000;66507;7613;267267216.00;4861;7.31;308.90;-42.00
06-Sep-18;4175.00;4185.00;4120.05;4144.30;4.155.052.774.989.240.000.000;13946;1372;57946366.00;2955;21.19;64.95;-30.70
05-Sep-18;4175.00;4189.00;4108.90;4153.85;4.135.431.308.441.770.000.000;15293;1758;63243151.00;3905;25.53;80.10;-21.15
04-Sep-18;4231.00;4264.95;4165.00;4175.65;4.206.593.893.542.280.000.000;14804;1619;62274416.00;2566;17.33;99.95;-55.35
03-Sep-18;4299.85;4337.55;4230.00;4258.60;4.275.847.930.498.650.000.000;14158;1611;60537455.00;2738;19.34;107.55;-41.25
31-Aug-18;4196.00;4278.00;4169.00;4237.55;4.216.244.180.827.180.000.000;15595;1568;65752328.00;4766;30.56;109.00;41.55
30-Aug-18;4189.25;4218.95;4169.50;4196.15;4.192.321.702.903.260.000.000;7681;852;32201223.00;2399;31.23;49.45;6.90
29-Aug-18;4220.00;4240.80;4135.00;4157.95;4.179.386.672.430.830.000.000;16192;1754;67672629.00;4593;28.37;105.80;-62.05
28-Aug-18;4235.00;4260.00;4175.00;4213.05;4.216.804.128.107.800.000.000;23449;2605;98879840.00;4464;19.04;85.00;-21.95
27-Aug-18;4160.00;4305.90;4130.00;4205.30;4.230.461.180.422.260.000.000;41680;4813;176325622.00;7825;18.77;175.90;45.30
24-Aug-18;4080.00;4153.85;4034.15;4068.00;4.073.773.846.411.520.000.000;23882;2153;97289867.00;7640;31.99;119.70;-12.00
23-Aug-18;4224.95;4225.00;4037.90;4060.85;4.110.094.466.066.960.000.000;38797;3767;159459335.00;14296;36.85;187.10;-164.10
21-Aug-18;4169.00;4244.90;4106.20;4184.15;4.184.407.622.041.050.000.000;30543;3376;127804362.00;6508;21.31;138.70;15.15
20-Aug-18;4259.00;4280.00;4110.10;4133.25;4.179.842.478.978.510.000.000;32110;3740;134214742.00;8110;25.26;169.90;-125.75
17-Aug-18;4249.00;4374.85;4212.30;4234.45;4.239.532.047.433.200.000.000;13324;1589;56487525.00;2102;15.78;162.55;-14.55
16-Aug-18;4175.00;4333.35;4142.20;4200.10;4.225.842.449.560.440.000.000;43567;4262;184107278.00;10801;24.79;191.15;25.10
14-Aug-18;4220.00;4318.00;4165.00;4189.40;4.233.799.173.130.390.000.000;27332;3310;115718199.00;5158;18.87;153.00;-30.60
13-Aug-18;4300.00;4300.00;4055.85;4179.70;4.166.803.883.495.140.000.000;59225;7026;246778960.00;9545;16.12;244.15;-120.30
10-Aug-18;4414.00;4419.95;4315.65;4335.70;4.366.918.333.583.990.000.000;33245;4143;145178200.00;5540;16.66;104.30;-78.30
09-Aug-18;4356.00;4450.00;4340.80;4382.65;4.397.921.351.020.490.000.000;49829;5584;219144023.00;7869;15.79;109.20;26.65
08-Aug-18;3970.05;4400.00;3885.00;4313.95;4.271.423.868.764.960.000.000;127405;14684;544200758.00;18784;14.74;515.00;343.90
07-Aug-18;4230.05;4240.00;3755.30;3965.40;3.979.591.198.405.220.000.000;98823;10536;393275141.00;13830;13.99;484.70;-264.65
06-Aug-18;4339.00;4355.70;4121.20;4189.55;4.264.921.587.733.010.000.000;38999;4726;166327677.00;8995;23.06;234.50;-149.45
03-Aug-18;4448.00;4458.00;4255.95;4275.10;4.322.642.102.197.070.000.000;72096;6844;311645205.00;18164;25.19;202.05;-172.90
02-Aug-18;4559.80;4559.80;4270.00;4327.05;4.409.640.484.550.130.000.000;82881;9933;365475413.00;22478;27.12;289.80;-232.75
01-Aug-18;4330.00;4400.00;4307.85;4342.70;4.358.168.918.224.250.000.000;48633;4879;211950829.00;9180;18.88;92.15;12.70
31-Jul-18;4134.00;4319.00;4110.00;4306.05;4.244.981.579.216.180.000.000;58738;4851;249341728.00;16256;27.68;209.00;172.05
30-Jul-18;4099.00;4139.00;4036.00;4113.35;4.100.649.916.403.490.000.000;21532;2138;88295194.00;4039;18.76;103.00;14.35
27-Jul-18;4142.05;4147.25;4060.00;4071.45;4.093.572.395.655.770.000.000;20533;2025;84053322.00;5534;26.95;87.25;-70.60
26-Jul-18;4039.00;4114.75;4025.45;4100.60;4.075.721.787.385.590.000.000;24147;2436;98416454.00;5283;21.88;89.30;61.60
25-Jul-18;3999.00;4059.90;3931.10;4015.20;4.007.513.947.285.130.000.000;22119;2500;88642201.00;4176;18.88;128.80;16.20
24-Jul-18;4041.00;4242.00;3870.00;3918.20;3.965.862.900.075.130.000.000;33275;4012;131964088.00;10431;31.35;372.00;-122.80
23-Jul-18;4150.00;4185.00;4041.35;4064.80;4.102.438.601.619.360.000.000;34211;3122;140348527.00;11339;33.14;143.65;-85.20
20-Jul-18;4080.00;4145.00;4040.00;4121.45;4.097.262.353.683.320.000.000;28534;3103;116911284.00;6818;23.89;105.00;41.45
19-Jul-18;4000.00;4075.00;3974.00;4039.65;4.025.892.074.452.110.000.000;26648;3362;107281972.00;4961;18.62;101.00;39.65
18-Jul-18;3984.00;4091.00;3945.60;3984.70;4.032.719.205.566.190.000.000;54328;6396;219089569.00;9486;17.46;145.40;0.70
17-Jul-18;3712.00;3896.35;3680.00;3896.35;3.852.828.692.200.960.000.000;30991;3022;119403014.00;7831;25.27;216.35;184.35
16-Jul-18;3797.00;3826.50;3690.00;3710.85;3.729.139.463.238.340.000.000;16879;2278;62944145.00;2718;16.10;136.50;-86.15
13-Jul-18;3870.00;3870.00;3746.05;3783.65;3.800.703.395.280.040.000.000;31102;3373;118209477.00;4691;15.08;123.95;-86.35
12-Jul-18;3924.00;3954.95;3850.00;3896.45;3.905.415.660.259.680.000.000;35274;3543;137759632.00;6766;19.18;104.95;-27.55
11-Jul-18;3844.00;3940.05;3740.00;3908.45;3.846.058.619.136.470.000.000;46623;4548;179314791.00;7270;15.59;200.05;64.45
10-Jul-18;3830.00;3885.00;3790.05;3840.15;3.847.430.061.666.340.000.000;36811;3662;141627748.00;10140;27.55;94.95;10.15
09-Jul-18;3662.00;3763.35;3646.20;3761.45;3.720.881.051.319.340.000.000;28878;2639;107451603.00;7345;25.43;117.15;99.45
06-Jul-18;3611.00;3700.00;3544.00;3584.15;3.619.997.566.587.020.000.000;22602;2904;81819185.00;3536;15.64;156.00;-26.85
05-Jul-18;3730.00;3840.55;3608.10;3614.65;3.722.361.550.068.810.000.000;60307;6137;224484458.00;13499;22.38;232.45;-115.35
04-Jul-18;3655.00;3823.45;3611.00;3798.00;3.772.356.892.178.320.000.000;57558;5323;217129318.00;11004;19.12;212.45;143.00
03-Jul-18;3489.00;3650.00;3359.00;3641.40;3.537.424.425.465.830.000.000;64400;4863;227810133.00;13335;20.71;291.00;152.40
02-Jul-18;3368.00;3477.05;3358.05;3477.05;3.429.882.609.505.060.000.000;37601;2991;128967016.00;11360;30.21;119.00;109.05
29-Jun-18;3253.00;3311.50;3244.65;3311.50;3.305.952.767.527.670.000.000;20325;1030;67193490.00;6738;33.15;66.85;58.50
28-Jun-18;3152.05;3184.95;3100.20;3153.85;3.140.366.787.519.220.000.000;18204;1752;57167237.00;3295;18.10;84.75;1.80
27-Jun-18;3210.00;3252.00;3077.05;3139.75;3.148.717.036.772.260.000.000;22381;2274;70471436.00;6048;27.02;174.95;-70.25
26-Jun-18;3240.10;3346.35;3221.20;3239.00;3.274.393.647.310.040.000.000;33718;2919;110406005.00;6228;18.47;125.15;-1.10
25-Jun-18;3147.90;3269.80;3124.70;3269.45;3.252.139.116.705.400.000.000;68403;3900;222456072.00;9700;14.18;145.10;121.55
22-Jun-18;3149.50;3192.50;3100.15;3114.10;3.139.636.198.931.060.000.000;22078;2414;69316888.00;4516;20.45;92.35;-35.40
21-Jun-18;3230.00;3269.00;3150.05;3170.30;3.184.062.833.116.190.000.000;16886;1361;53766085.00;5315;31.48;118.95;-59.70
20-Jun-18;3161.00;3252.45;3082.20;3240.10;3.205.154.385.230.890.000.000;19121;2141;61285757.00;3799;19.87;170.25;79.10
19-Jun-18;3280.00;3305.00;3129.25;3168.95;3.211.297.261.355.600.000.000;24063;2128;77273446.00;7238;30.08;175.75;-111.05
18-Jun-18;3322.40;3346.20;3280.00;3293.90;3.307.791.501.559.730.000.000;11861;1195;39233715.00;1869;15.76;66.20;-28.50
15-Jun-18;3400.00;3424.50;3307.75;3339.65;3.369.093.650.567.500.000.000;21057;1594;70943005.00;3943;18.73;116.75;-60.35
14-Jun-18;3300.00;3396.00;3275.05;3383.75;3.358.891.135.857.460.000.000;22450;2172;75407106.00;4731;21.07;120.95;83.75
13-Jun-18;3291.00;3347.00;3258.00;3311.10;3.310.724.908.838.330.000.000;23036;1771;76265859.00;8533;37.04;89.00;20.10
12-Jun-18;3377.00;3395.00;3258.00;3291.30;3.321.588.477.932.070.000.000;21819;1761;72473739.00;5097;23.36;137.00;-85.70
11-Jun-18;3444.00;3475.00;3331.00;3355.10;3.414.756.511.025.190.000.000;23537;1953;80373124.00;5068;21.53;144.00;-88.90
08-Jun-18;3339.05;3435.00;3222.60;3395.20;3.385.668.750.666.800.000.000;46865;4564;158669366.00;7100;15.15;212.40;56.15
07-Jun-18;3310.00;3339.05;3270.00;3339.05;3.318.743.223.305.460.000.000;34567;2129;114718997.00;6884;19.91;69.05;29.05
06-Jun-18;2877.25;3180.05;2877.25;3180.05;3.024.850.945.299.110.000.000;124934;7715;377906728.00;22483;18.00;302.80;302.80
05-Jun-18;3028.65;3028.65;3028.65;3028.65;3.028.649.887.640.440.000.000;2225;144;6738746.00;2225;100.00;0.00;0.00
04-Jun-18;3222.00;3349.00;3188.05;3188.05;3.192.508.348.065.210.000.000;35637;739;113771420.00;9942;27.90;160.95;-33.95
01-Jun-18;3366.00;3450.00;3355.80;3355.80;3.381.794.343.443.330.000.000;44939;2961;151974456.00;17988;40.03;94.20;-10.20
31-May-18;3540.00;3573.00;3485.05;3532.40;3.528.259.671.016.970.000.000;68271;4932;240877816.00;8619;12.62;87.95;-7.60
30-May-18;3515.00;3584.00;3481.30;3515.90;3.532.333.998.491.600.000.000;63644;5204;224811865.00;8472;13.31;102.70;0.90
29-May-18;3449.00;3575.00;3418.65;3529.70;3.520.194.080.046.060.000.000;86825;7643;305640851.00;13185;15.19;156.35;80.70
28-May-18;3429.00;3439.00;3360.00;3418.65;3.406.361.212.831.400.000.000;47789;3526;162786596.00;6894;14.43;79.00;-10.35
25-May-18;3380.00;3415.00;3303.35;3386.90;3.363.403.345.488.850.000.000;55119;4615;185387429.00;7810;14.17;111.65;6.90
24-May-18;3450.00;3490.00;3306.00;3360.05;3.392.194.083.973.810.000.000;43847;3892;148737534.00;8790;20.05;184.00;-89.95
23-May-18;3469.00;3530.25;3387.60;3426.85;3.480.093.072.104.390.000.000;53797;4708;187218567.00;9253;17.20;142.65;-42.15
22-May-18;3330.00;3478.00;3310.00;3439.65;3.422.319.476.019.020.000.000;81377;5663;278498092.00;12661;15.56;168.00;109.65
21-May-18;3444.00;3454.85;3260.05;3302.90;3.332.247.978.233.880.000.000;79757;6272;265770102.00;17982;22.55;194.80;-141.10
18-May-18;3644.00;3650.00;3401.00;3418.90;3.503.496.083.950.310.000.000;130744;9259;458061092.00;31160;23.83;249.00;-225.10
17-May-18;3598.00;3695.00;3581.00;3646.35;3.646.270.207.898.330.000.000;200194;13928;729961418.00;30549;15.26;114.00;48.35
16-May-18;3250.00;3580.00;3230.00;3529.95;3.445.121.261.258.600.000.000;203511;15623;701120073.00;40381;19.84;350.00;279.95
15-May-18;3225.00;3297.90;3221.00;3275.70;3.264.918.166.079.260.000.000;64692;4923;211214086.00;12172;18.82;76.90;50.70
14-May-18;3200.00;3298.00;3182.50;3217.15;3.239.987.875.081.710.000.000;94846;6743;307299890.00;15087;15.91;115.50;17.15
11-May-18;3119.00;3204.00;3056.00;3133.85;3.142.023.178.891.870.000.000;78908;6896;247930765.00;9428;11.95;148.00;14.85
10-May-18;3180.00;3281.80;3058.20;3085.85;3.192.494.967.809.340.000.000;130162;10236;415541530.00;27346;21.01;223.60;-94.15
09-May-18;2945.00;3220.00;2937.20;3174.25;3.132.165.221.915.530.000.000;226798;18725;710368808.00;33902;14.95;282.80;229.25
08-May-18;2978.00;3039.80;2832.35;2937.20;2.961.923.986.761.730.000.000;177969;13869;527130650.00;32714;18.38;207.45;-40.80
07-May-18;2870.00;2949.00;2841.00;2924.55;2.892.802.909.432.190.000.000;59668;4573;172607764.00;14039;23.53;108.00;54.55
04-May-18;2810.00;2875.15;2781.90;2856.00;2.844.587.764.647.950.000.000;40620;3381;115547155.00;11003;27.09;93.25;46.00
03-May-18;2867.10;2900.00;2790.75;2799.85;2.827.480.182.661.130.000.000;28687;2444;81111924.00;6806;23.73;109.25;-67.25
