Date;Open Price;High Price;Low Price;Close Price;WAP;No.of Shares;No. of Trades;Total Turnover (Rs.);Deliverable Quantity;% Deli. Qty to Traded Qty;Spread High-Low;Spread Close-Open
18-Aug-16;163.95;164.00;161.60;162.40;162.629.079.042.784.000.000;2758;68;448531.00;1810;65.63;2.40;-1.55
17-Aug-16;161.75;164.00;160.75;163.15;162.665.585.585.585.000.000;2775;118;451397.00;1562;56.29;3.25;1.40
16-Aug-16;160.00;160.05;157.50;158.80;158.471.334.586.466.000.000;2128;62;337227.00;1236;58.08;2.55;-1.20
12-Aug-16;164.95;165.00;158.60;159.55;161.111.194.590.533.000.000;2662;91;428878.00;1836;68.97;6.40;-5.40
11-Aug-16;165.00;165.55;161.50;162.25;162.355.704.697.986.000.000;2831;67;459629.00;1672;59.06;4.05;-2.75
10-Aug-16;166.50;168.60;161.30;162.00;163.813.652.694.610.000.000;4175;129;683922.00;2856;68.41;7.30;-4.50
09-Aug-16;167.70;168.20;166.00;166.40;166.430.359.937.402.000.000;2556;65;425396.00;1592;62.28;2.20;-1.30
08-Aug-16;173.00;173.30;165.50;167.75;170.532.205.595.315.000.000;4611;124;786324.00;2500;54.22;7.80;-5.25
05-Aug-16;170.00;173.00;168.15;171.65;170.179.870.453.413.000.000;4014;136;683102.00;2264;56.40;4.85;1.65
04-Aug-16;169.00;170.70;162.80;168.45;167.843.601.317.555.000.000;8197;250;1375814.00;4862;59.31;7.90;-0.55
03-Aug-16;176.50;180.00;161.00;166.50;168.022.042.734.811.000.000;37019;1155;6220008.00;12753;34.45;19.00;-10.00
02-Aug-16;193.50;195.00;186.40;187.55;191.010.060.189.165.000.000;11630;292;2221447.00;4628;39.79;8.60;-5.95
01-Aug-16;188.50;192.85;186.50;190.25;188.610.275.038.920.000.000;5781;189;1090356.00;3358;58.09;6.35;1.75
29-Jul-16;193.00;194.15;187.00;187.40;189.915.856.481.481.000.000;8640;257;1640873.00;4282;49.56;7.15;-5.60
28-Jul-16;181.70;195.45;181.70;191.90;190.328.996.806.312.000.000;21292;718;4052485.00;10035;47.13;13.75;10.20
27-Jul-16;183.00;186.80;181.50;181.85;183.066.641.707.225.000.000;2671;91;488971.00;1696;63.50;5.30;-1.15
26-Jul-16;185.50;188.75;181.55;184.35;184.977.676.428.228.000.000;4166;203;770617.00;1883;45.20;7.20;-1.15
25-Jul-16;181.50;185.00;180.50;183.00;182.324.928.366.762.000.000;5235;154;954471.00;3978;75.99;4.50;1.50
22-Jul-16;186.20;186.20;180.65;182.00;182.628.047.248.052.000.000;3979;130;726677.00;2772;69.67;5.55;-4.20
21-Jul-16;185.05;186.70;183.30;184.60;185.301.633.045.148.000.000;3123;85;578697.00;2318;74.22;3.40;-0.45
20-Jul-16;184.00;188.60;183.80;186.40;185.400.964.956.830.000.000;3938;123;730109.00;2097;53.25;4.80;2.40
19-Jul-16;187.85;193.40;185.00;187.55;189.273.361.453.601.000.000;18492;434;3500043.00;6537;35.35;8.40;-0.30
18-Jul-16;182.00;190.70;182.00;184.70;186.584.358.319.795.000.000;17236;542;3215968.00;6614;38.37;8.70;2.70
15-Jul-16;183.90;184.60;177.55;179.00;180.910.775.637.688.000.000;9605;269;1737648.00;5568;57.97;7.05;-4.90
14-Jul-16;174.10;185.70;174.10;183.25;180.412.779.700.115.000.000;43350;987;7820894.00;18825;43.43;11.60;9.15
13-Jul-16;165.45;181.65;165.45;172.25;175.351.914.052.264.000.000;41979;1208;7361098.00;7878;18.77;16.20;6.80
12-Jul-16;161.50;163.90;160.10;162.65;162.110.580.971.091.000.000;3563;59;577600.00;2677;75.13;3.80;1.15
11-Jul-16;159.50;162.85;159.50;160.05;160.771.801.566.579.000.000;1915;52;307878.00;1172;61.20;3.35;0.55
08-Jul-16;162.10;162.10;159.50;159.80;160.522.142.121.524.000.000;1942;34;311734.00;1716;88.36;2.60;-2.30
07-Jul-16;165.00;165.40;162.00;163.00;163.218.249.075.215.000.000;3244;52;529480.00;2278;70.22;3.40;-2.00
05-Jul-16;164.40;166.85;161.05;164.60;163.202.127.659.574.000.000;2726;67;444889.00;2238;82.10;5.80;0.20
04-Jul-16;162.85;166.00;160.55;161.15;162.466.930.469.191.000.000;3538;87;574808.00;1390;39.29;5.45;-1.70
01-Jul-16;159.35;160.90;158.75;159.95;159.615.499.254.843.000.000;671;34;107102.00;537;80.03;2.15;0.60
30-Jun-16;160.25;162.00;158.00;159.25;160.138.851.802.403.000.000;3745;57;599720.00;2800;74.77;4.00;-1.00
29-Jun-16;162.40;164.50;160.80;161.75;162.835.125.448.028.000.000;2232;55;363448.00;1058;47.40;3.70;-0.65
28-Jun-16;161.80;161.95;159.30;161.90;160.882.802.547.770.000.000;1570;35;252586.00;1222;77.83;2.65;0.10
27-Jun-16;158.50;160.40;157.05;158.00;159.571.428.571.428.000.000;1435;42;228985.00;597;41.60;3.35;-0.50
24-Jun-16;155.00;160.95;152.00;159.00;156.653.361.344.537.000.000;1904;65;298268.00;1301;68.33;8.95;4.00
23-Jun-16;166.70;167.85;159.00;160.65;164.316.323.653.791.000.000;3547;73;582830.00;3121;87.99;8.85;-6.05
22-Jun-16;165.00;167.80;163.00;165.50;165.817.111.899.869.000.000;5353;118;887619.00;3798;70.95;4.80;0.50
21-Jun-16;160.00;164.00;159.00;163.50;161.563.402.889.245.000.000;2492;60;402616.00;2238;89.81;5.00;3.50
20-Jun-16;157.25;159.80;155.85;158.70;157.919.110.212.335.000.000;989;32;156182.00;640;64.71;3.95;1.45
17-Jun-16;160.00;160.50;153.05;155.25;157.496.321.448.783.000.000;1767;78;278296.00;1015;57.44;7.45;-4.75
16-Jun-16;164.50;165.00;156.55;158.20;160.071.073.205.401.000.000;2814;87;450440.00;1877;66.70;8.45;-6.30
15-Jun-16;158.50;170.35;156.00;163.00;165.690.348.074.659.000.000;11894;398;1970721.00;4120;34.64;14.35;4.50
14-Jun-16;158.45;160.00;156.30;158.05;158.861.338.468.945.000.000;2077;70;329955.00;1344;64.71;3.70;-0.40
13-Jun-16;152.80;156.85;152.80;156.50;155.436.096.049.573.000.000;1291;41;200668.00;1179;91.32;4.05;3.70
10-Jun-16;153.15;156.00;152.10;155.85;155.373.448.773.448.000.000;3465;49;538369.00;3132;90.39;3.90;2.70
09-Jun-16;152.60;158.00;151.10;152.55;153.647.546.812.040.000.000;4219;159;648239.00;2506;59.40;6.90;-0.05
08-Jun-16;149.00;153.90;149.00;150.10;150.400.466.562.986.000.000;1286;58;193415.00;837;65.09;4.90;1.10
07-Jun-16;150.00;151.10;149.10;149.65;150.296.849.087.893.000.000;603;19;90629.00;318;52.74;2.00;-0.35
06-Jun-16;148.20;151.10;148.20;150.10;150.126.126.126.126.000.000;444;17;66656.00;364;81.98;2.90;1.90
03-Jun-16;152.75;152.75;149.05;149.85;151.533.094.812.164.000.000;1118;22;169414.00;967;86.49;3.70;-2.90
02-Jun-16;151.15;157.50;150.50;154.95;153.843.373.493.975.000.000;3154;118;485222.00;1754;55.61;7.00;3.80
01-Jun-16;151.50;153.05;150.20;151.90;151.461.254.612.546.000.000;2439;48;369414.00;1905;78.11;2.85;0.40
31-May-16;153.00;153.70;150.80;151.70;151.922.317.314.022.000.000;1519;55;230770.00;651;42.86;2.90;-1.30
30-May-16;153.00;162.80;145.00;151.65;154.161.023.187.338.000.000;10868;363;1675422.00;3075;28.29;17.80;-1.35
27-May-16;156.85;159.55;155.10;157.35;157.850.480.109.739.000.000;729;42;115073.00;254;34.84;4.45;0.50
26-May-16;155.20;155.20;153.15;154.00;154.635.416.666.666.000.000;192;11;29690.00;180;93.75;2.05;-1.20
25-May-16;156.30;156.65;153.00;153.80;154.189.252.336.448.000.000;856;34;131986.00;454;53.04;3.65;-2.50
24-May-16;156.00;156.00;151.20;151.45;152.493.234.932.349.000.000;1626;39;247954.00;1393;85.67;4.80;-4.55
23-May-16;160.00;161.20;155.00;155.75;158.182.328.190.743.000.000;713;29;112784.00;332;46.56;6.20;-4.25
20-May-16;160.00;163.00;158.00;158.30;158.984.662.576.687.000.000;652;22;103658.00;517;79.29;5.00;-1.70
19-May-16;158.50;162.00;158.00;158.60;159.626.696.832.579.000.000;1768;161;282220.00;1069;60.46;4.00;0.10
18-May-16;160.00;161.00;159.10;159.30;159.629.545.454.545.000.000;440;24;70237.00;345;78.41;1.90;-0.70
17-May-16;163.00;165.40;160.60;161.40;162.090.699.017.908.000.000;1731;59;280579.00;967;55.86;4.80;-1.60
16-May-16;162.50;165.50;159.00;162.50;163.316.438.356.164.000.000;1460;61;238442.00;917;62.81;6.50;0.00
13-May-16;162.40;164.30;161.00;163.50;162.982.670.744.138.000.000;981;66;159886.00;577;58.82;3.30;1.10
12-May-16;158.40;165.80;156.30;164.90;162.791.425.818.882.000.000;4152;149;675910.00;2354;56.70;9.50;6.50
11-May-16;156.00;156.90;155.00;155.00;156.053.156.146.179.000.000;301;11;46972.00;263;87.38;1.90;-1.00
10-May-16;157.00;159.00;156.20;157.00;157.388.797.364.085.000.000;607;27;95535.00;390;64.25;2.80;0.00
09-May-16;151.70;156.70;151.00;155.80;154.455.324.357.405.000.000;1634;59;252380.00;941;57.59;5.70;4.10
06-May-16;151.10;153.00;151.00;152.10;151.838.642.659.279.000.000;1444;85;219255.00;1162;80.47;2.00;1.00
05-May-16;160.00;160.00;151.60;153.70;154.500.801.282.051.000.000;1248;45;192817.00;916;73.40;8.40;-6.30
04-May-16;159.20;160.70;155.10;155.70;157.535.015.772.870.000.000;1585;51;249693.00;1088;68.64;5.60;-3.50
03-May-16;160.00;162.00;160.00;160.30;160.617.566.331.198.000.000;1093;45;175555.00;612;55.99;2.00;0.30
02-May-16;161.10;161.10;158.20;158.90;159.387.740.555.951.000.000;1403;36;223621.00;998;71.13;2.90;-2.20
29-Apr-16;162.60;165.80;158.00;160.20;161.691.750.000.000.000.000;4000;105;646767.00;2842;71.05;7.80;-2.40
28-Apr-16;170.00;170.00;163.00;163.20;165.029.379.360.998.000.000;2723;93;449375.00;1749;64.23;7.00;-6.80
27-Apr-16;167.20;172.00;166.80;168.90;169.468.768.242.848.000.000;3426;136;580600.00;2071;60.45;5.20;1.70
26-Apr-16;164.90;169.00;163.30;168.40;165.986.731.986.119.000.000;4899;131;813169.00;3046;62.18;5.70;3.50
25-Apr-16;167.90;168.00;162.00;163.70;164.425.802.139.037.000.000;2992;96;491962.00;1874;62.63;6.00;-4.20
22-Apr-16;161.70;167.50;161.10;166.20;164.890.471.833.747.000.000;7651;226;1261577.00;4922;64.33;6.40;4.50
21-Apr-16;159.20;163.80;158.00;161.70;160.815.298.327.047.000.000;10341;412;1662991.00;7413;71.69;5.80;2.50
20-Apr-16;150.00;158.70;149.80;156.90;155.713.403.653.202.000.000;11661;241;1815774.00;5218;44.75;8.90;6.90
18-Apr-16;150.00;151.50;147.50;149.20;149.287.572.508.349.000.000;5689;66;849297.00;3549;62.38;4.00;-0.80
13-Apr-16;149.90;152.00;148.40;150.00;150.544.201.861.130.000.000;5588;177;841241.00;2700;48.32;3.60;0.10
12-Apr-16;147.20;151.50;145.00;147.80;149.034.896.705.750.000.000;3582;201;533843.00;1540;42.99;6.50;0.60
11-Apr-16;149.90;150.00;145.10;146.10;147.880.699.088.145.000.000;2632;78;389222.00;1374;52.20;4.90;-3.80
08-Apr-16;142.30;149.00;142.30;148.00;147.518.224.299.065.000.000;4280;126;631378.00;2508;58.60;6.70;5.70
07-Apr-16;140.00;146.60;138.80;144.90;143.815.204.946.187.000.000;4367;121;628041.00;2707;61.99;7.80;4.90
06-Apr-16;138.50;140.00;138.50;140.00;139.282.786.885.245.000.000;488;17;67970.00;343;70.29;1.50;1.50
05-Apr-16;142.00;142.00;138.10;138.40;140.683.964.469.378.000.000;2139;23;300923.00;1928;90.14;3.90;-3.60
04-Apr-16;142.20;142.30;140.10;141.60;141.485.700.197.238.000.000;2028;49;286933.00;1040;51.28;2.20;-0.60
01-Apr-16;140.60;141.60;138.10;140.50;139.916.911.045.943.000.000;1023;39;143135.00;658;64.32;3.50;-0.10
31-Mar-16;140.50;142.00;138.00;139.20;140.352.578.906.851.000.000;1299;47;182318.00;822;63.28;4.00;-1.30
30-Mar-16;136.20;143.00;136.20;141.10;139.767.733.421.313.000.000;3031;104;423636.00;1802;59.45;6.80;4.90
29-Mar-16;137.20;139.30;133.00;134.50;135.438.297.872.340.000.000;2585;88;350108.00;1911;73.93;6.30;-2.70
28-Mar-16;140.10;141.50;136.00;136.70;137.387.974.014.201.000.000;6619;97;909371.00;5721;86.43;5.50;-3.40
23-Mar-16;142.20;144.80;137.70;142.60;142.134.511.041.009.000.000;7925;130;1126416.00;6454;81.44;7.10;0.40
22-Mar-16;143.00;143.00;139.00;139.50;139.619.970.193.740.000.000;671;24;93685.00;619;92.25;4.00;-3.50
21-Mar-16;145.00;145.00;139.20;139.80;140.863.462.762.571.000.000;6284;185;885186.00;3955;62.94;5.80;-5.20
18-Mar-16;142.40;147.80;142.10;143.30;144.836.461.591.936.000.000;5754;251;833389.00;3118;54.19;5.70;0.90
17-Mar-16;141.80;154.80;141.00;143.10;147.204.532.657.657.000.000;35520;1707;5228705.00;12471;35.11;13.80;1.30
16-Mar-16;140.90;142.40;138.00;139.00;139.506.503.442.999.000.000;1307;32;182335.00;934;71.46;4.40;-1.90
15-Mar-16;139.50;143.20;139.00;142.40;141.760.740.251.156.000.000;1513;17;214484.00;1144;75.61;4.20;2.90
14-Mar-16;142.00;145.70;140.10;140.50;141.461.602.671.118.000.000;1198;37;169471.00;1025;85.56;5.60;-1.50
11-Mar-16;142.50;145.00;141.90;143.20;142.998.083.556.918.000.000;2609;39;373082.00;2209;84.67;3.10;0.70
10-Mar-16;142.00;142.10;138.50;139.40;139.866.818.873.668.000.000;1314;37;183785.00;1015;77.25;3.60;-2.60
09-Mar-16;137.70;143.00;137.70;142.40;140.406.571.936.056.000.000;5630;105;790489.00;5100;90.59;5.30;4.70
08-Mar-16;138.70;140.70;135.50;140.30;138.918.168.168.168.000.000;3996;97;555117.00;2516;62.96;5.20;1.60
04-Mar-16;135.00;139.00;131.20;136.20;135.352.530.120.481.000.000;4150;161;561713.00;2412;58.12;7.80;1.20
03-Mar-16;129.00;136.20;129.00;134.30;133.346.594.982.078.000.000;2790;65;372037.00;1841;65.99;7.20;5.30
02-Mar-16;128.50;133.50;126.30;129.00;129.421.188.630.490.000.000;1548;74;200344.00;1069;69.06;7.20;0.50
01-Mar-16;120.50;126.70;120.50;125.30;124.146.404.109.589.000.000;1168;75;145003.00;973;83.30;6.20;4.80
29-Feb-16;117.00;120.70;117.00;118.80;118.781.127.129.750.000.000;1526;43;181260.00;965;63.24;3.70;1.80
26-Feb-16;122.50;122.50;118.60;119.10;120.029.182.879.377.000.000;514;44;61695.00;295;57.39;3.90;-3.40
25-Feb-16;120.30;122.60;119.00;120.60;120.948.605.795.516.000.000;1829;112;221215.00;1499;81.96;3.60;0.30
24-Feb-16;122.50;126.50;119.90;121.30;120.724.498.846.904.000.000;5637;164;680524.00;3624;64.29;6.60;-1.20
23-Feb-16;126.90;126.90;123.00;124.50;123.768.939.393.939.000.000;1320;21;163375.00;1000;75.76;3.90;-2.40
22-Feb-16;124.10;126.40;123.10;125.90;124.813.424.345.847.000.000;879;34;109711.00;597;67.92;3.30;1.80
19-Feb-16;121.90;126.20;119.40;122.80;122.631.821.675.634.000.000;1301;89;159544.00;670;51.50;6.80;0.90
18-Feb-16;123.40;130.70;120.70;121.10;124.310.139.165.009.000.000;4024;177;500224.00;3017;74.98;10.00;-2.30
17-Feb-16;125.00;125.00;116.10;121.40;120.725.113.122.171.000.000;3536;209;426884.00;2234;63.18;8.90;-3.60
16-Feb-16;128.20;130.00;125.00;126.60;127.759.169.550.173.000.000;1445;87;184612.00;1024;70.87;5.00;-1.60
15-Feb-16;126.30;129.80;125.60;128.20;127.856.172.140.430.000.000;1766;88;225794.00;1178;66.70;4.20;1.90
12-Feb-16;121.80;126.40;118.00;125.00;121.919.144.206.724.000.000;7198;202;877574.00;3877;53.86;8.40;3.20
11-Feb-16;128.00;129.70;122.10;124.30;124.771.419.333.979.000.000;3093;116;385918.00;1980;64.02;7.60;-3.70
10-Feb-16;130.80;133.00;128.20;128.50;130.169.421.487.603.000.000;3146;74;409513.00;2701;85.86;4.80;-2.30
09-Feb-16;130.70;134.50;130.70;133.80;133.197.132.616.487.000.000;558;30;74324.00;427;76.52;3.80;3.10
08-Feb-16;134.90;136.60;134.10;135.30;135.199.221.284.879.000.000;1541;61;208342.00;1095;71.06;2.50;0.40
05-Feb-16;130.60;134.50;130.60;133.40;133.324.476.239.141.000.000;1957;78;260916.00;1302;66.53;3.90;2.80
04-Feb-16;136.90;138.90;131.00;132.20;135.345.606.999.635.000.000;2743;98;371253.00;2117;77.18;7.90;-4.70
03-Feb-16;136.60;137.10;132.20;135.50;134.576.978.417.266.000.000;1390;100;187062.00;877;63.09;4.90;-1.10
02-Feb-16;141.30;142.10;137.00;137.70;139.245.568.685.376.000.000;2708;122;377077.00;1845;68.13;5.10;-3.60
01-Feb-16;138.40;142.30;136.80;140.60;140.226.744.186.046.000.000;1892;95;265309.00;1446;76.43;5.50;2.20
29-Jan-16;141.30;142.80;135.00;136.00;137.557.547.169.811.000.000;8480;173;1166488.00;6448;76.04;7.80;-5.30
28-Jan-16;145.20;147.00;139.00;140.40;143.099.988.400.417.000.000;8621;226;1233665.00;6745;78.24;8.00;-4.80
27-Jan-16;150.00;151.00;148.00;149.40;150.015.319.598.520.000.000;1893;54;283979.00;1612;85.16;3.00;-0.60
25-Jan-16;148.50;150.70;148.20;148.80;149.409.784.735.812.000.000;2555;32;381742.00;2348;91.90;2.50;0.30
22-Jan-16;146.40;149.50;146.40;147.60;147.878.655.880.522.000.000;1607;97;237641.00;971;60.42;3.10;1.20
21-Jan-16;145.00;146.90;141.50;145.40;144.329.417.293.233.000.000;2128;70;307133.00;1611;75.70;5.40;0.40
20-Jan-16;145.20;147.80;142.10;143.10;144.059.095.860.566.000.000;3672;166;528985.00;2441;66.48;5.70;-2.10
19-Jan-16;148.10;152.60;142.70;150.10;149.285.180.572.851.000.000;1606;116;239752.00;973;60.59;9.90;2.00
18-Jan-16;151.00;152.80;146.00;146.80;149.122.970.391.595.000.000;4188;124;624527.00;1941;46.35;6.80;-4.20
15-Jan-16;155.00;159.40;150.10;151.10;154.533.216.224.848.000.000;6262;246;967687.00;2826;45.13;9.30;-3.90
14-Jan-16;154.30;159.00;152.90;154.90;155.279.075.546.719.000.000;4024;130;624843.00;1924;47.81;6.10;0.60
13-Jan-16;164.50;170.00;154.80;159.10;161.672.231.770.193.000.000;12219;402;1975473.00;5308;43.44;15.20;-5.40
12-Jan-16;166.00;166.00;163.10;164.40;164.145.574.250.182.000.000;1367;46;224387.00;741;54.21;2.90;-1.60
11-Jan-16;162.10;167.20;161.20;164.70;163.547.655.068.078.000.000;5949;235;972945.00;2252;37.86;6.00;2.60
08-Jan-16;167.00;167.60;162.00;165.00;165.081.603.229.527.000.000;3468;169;572503.00;1499;43.22;5.60;-2.00
07-Jan-16;170.00;170.00;162.00;164.50;166.247.993.685.041.000.000;7601;204;1263651.00;5427;71.40;8.00;-5.50
06-Jan-16;173.90;178.40;170.40;171.70;174.421.641.149.148.000.000;5813;209;1013913.00;3173;54.58;8.00;-2.20
05-Jan-16;177.00;177.50;172.60;174.70;174.722.367.009.044.000.000;6523;266;1139714.00;2356;36.12;4.90;-2.30
04-Jan-16;178.00;179.60;173.10;174.40;177.077.961.321.514.000.000;9928;286;1758030.00;5001;50.37;6.50;-3.60
01-Jan-16;181.10;183.30;179.00;180.60;181.380.236.100.533.000.000;5252;179;952609.00;1326;25.25;4.30;-0.50
